# verticals
slug,name,category,category_name_sr,pricing_tier,market_index,market_intensity,tam_estimate_usd,competition_score,primary_deliverable_id,vertical_package_client_eur,primary_deliverable_client_eur,resource_cost_eur,owner_net_vertical_package_eur,owner_net_primary_eur,owner_net_after_quality_eur,has_page,has_outreach,href
home-services-home-automation,Home Automation (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-home-automation
home-services-home-security,Home Security (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-home-security
home-services-home-staging,Home Staging (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-home-staging
home-services-inspection-home,Inspection Home (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-inspection-home
home-services-junk-removal,Junk Removal (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-junk-removal
home-services-lawn-care,Lawn Care (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-lawn-care
home-services-locksmith,Locksmith (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-locksmith
home-services-moving-home,Moving Home (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-moving-home
home-services-organizing,Organizing (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-organizing
home-services-pest-control,Pest Control (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-pest-control
home-services-pool-service,Pool Service (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-pool-service
home-services-pressure-washing,Pressure Washing (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-pressure-washing
home-services-smart-home,Smart Home (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-smart-home
home-services-warranty,Warranty (Home Services),home_services,Kućne usluge,budget,0.9,44,113200,52,vertical-package,240,240,63,142,142,135,true,true,/solutions/home-services-warranty
hospitality-bakery,Bakery (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-bakery
hospitality-banquet,Banquet (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-banquet
hospitality-bar,Bar (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-bar
hospitality-bbq,Bbq (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-bbq
hospitality-brewery,Brewery (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-brewery
hospitality-cafe,Cafe (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-cafe
hospitality-catering,Catering (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-catering
hospitality-event-venue,Event Venue (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-event-venue
hospitality-fast-food,Fast Food (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-fast-food
hospitality-fine-dining,Fine Dining (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-fine-dining
hospitality-food-delivery,Food Delivery (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-food-delivery
hospitality-food-truck,Food Truck (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-food-truck
hospitality-ghost-kitchen,Ghost Kitchen (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-ghost-kitchen
hospitality-hostel,Hostel (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-hostel
hospitality-hotel,Hotel (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-hotel
hospitality-nightclub,Nightclub (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-nightclub
hospitality-resort,Resort (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-resort
hospitality-restaurant,Restaurant (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-restaurant
hospitality-vegan,Vegan (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-vegan
hospitality-winery,Winery (Hospitality),hospitality,Ugostiteljstvo,budget,0.86,44,111600,52,vertical-package,229,229,63,133,133,126,true,true,/solutions/hospitality-winery
hr-recruiting-candidate-sourcing,Candidate Sourcing (HR & Recruiting),hr_recruiting,HR & regrutacija,standard,1.12,58,130000,59,lead-gen-retainer,411,802,63,278,618,264,true,true,/solutions/hr-recruiting-candidate-sourcing
hr-recruiting-compensation-analysis,Compensation Analysis (HR & Recruiting),hr_recruiting,HR & regrutacija,standard,1.12,58,130000,59,lead-gen-retainer,411,802,63,278,618,264,true,true,/solutions/hr-recruiting-compensation-analysis
hr-recruiting-employee-onboarding,Employee Onboarding (HR & Recruiting),hr_recruiting,HR & regrutacija,standard,1.12,58,130000,59,lead-gen-retainer,411,802,63,278,618,264,true,true,/solutions/hr-recruiting-employee-onboarding
hr-recruiting-executive-search,Executive Search (HR & Recruiting),hr_recruiting,HR & regrutacija,standard,1.12,58,130000,59,lead-gen-retainer,411,802,63,278,618,264,true,true,/solutions/hr-recruiting-executive-search
hr-recruiting-hr-administration,Hr Administration (HR & Recruiting),hr_recruiting,HR & regrutacija,standard,1.12,58,130000,59,lead-gen-retainer,411,802,63,278,618,264,true,true,/solutions/hr-recruiting-hr-administration
hr-recruiting-hr-consulting,Hr Consulting (HR & Recruiting),hr_recruiting,HR & regrutacija,standard,1.12,58,130000,59,lead-gen-retainer,411,802,63,278,618,264,true,true,/solutions/hr-recruiting-hr-consulting
hr-recruiting-interview-coordination,Interview Coordination (HR & Recruiting),hr_recruiting,HR & regrutacija,standard,1.12,58,130000,59,lead-gen-retainer,411,802,63,278,618,264,true,true,/solutions/hr-recruiting-interview-coordination
hr-recruiting-interviewing,Interviewing (HR & Recruiting),hr_recruiting,HR & regrutacija,standard,1.12,58,130000,59,lead-gen-retainer,411,802,63,278,618,264,true,true,/solutions/hr-recruiting-interviewing
hr-recruiting-linkedin-recruiting,Linkedin Recruiting (HR & Recruiting),hr_recruiting,HR & regrutacija,standard,1.12,58,130000,59,lead-gen-retainer,411,802,63,278,618,264,true,true,/solutions/hr-recruiting-linkedin-recruiting
hr-recruiting-performance-management,Performance Management (HR & Recruiting),hr_recruiting,HR & regrutacija,standard,1.12,58,130000,59,lead-gen-retainer,411,802,63,278,618,264,true,true,/solutions/hr-recruiting-performance-management
hr-recruiting-recruitment,Recruitment (HR & Recruiting),hr_recruiting,HR & regrutacija,standard,1.12,58,130000,59,lead-gen-retainer,411,802,63,278,618,264,true,true,/solutions/hr-recruiting-recruitment
hr-recruiting-resume-screening,Resume Screening (HR & Recruiting),hr_recruiting,HR & regrutacija,standard,1.12,58,130000,59,lead-gen-retainer,411,802,63,278,618,264,true,true,/solutions/hr-recruiting-resume-screening
hr-recruiting-talent-acquisition,Talent Acquisition (HR & Recruiting),hr_recruiting,HR & regrutacija,standard,1.12,58,130000,59,lead-gen-retainer,411,802,63,278,618,264,true,true,/solutions/hr-recruiting-talent-acquisition
hr-recruiting-talent-sourcing,Talent Sourcing (HR & Recruiting),hr_recruiting,HR & regrutacija,standard,1.12,58,130000,59,lead-gen-retainer,411,802,63,278,618,264,true,true,/solutions/hr-recruiting-talent-sourcing
hr-recruiting-technical-recruiting,Technical Recruiting (HR & Recruiting),hr_recruiting,HR & regrutacija,standard,1.12,58,130000,59,lead-gen-retainer,411,802,63,278,618,264,true,true,/solutions/hr-recruiting-technical-recruiting
hr-recruiting-workforce-planning,Workforce Planning (HR & Recruiting),hr_recruiting,HR & regrutacija,standard,1.12,58,130000,59,lead-gen-retainer,411,802,63,278,618,264,true,true,/solutions/hr-recruiting-workforce-planning
industrial-automation-industrial,Automation Industrial (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-automation-industrial
industrial-construction-industrial,Construction Industrial (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-construction-industrial
industrial-consulting-industrial,Consulting Industrial (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-consulting-industrial
industrial-energy-industrial,Energy Industrial (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-energy-industrial
industrial-environmental-services,Environmental Services (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-environmental-services
industrial-heavy-machinery,Heavy Machinery (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-heavy-machinery
industrial-industrial-cleaning,Industrial Cleaning (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-industrial-cleaning
industrial-industrial-iot,Industrial Iot (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-industrial-iot
industrial-industrial-safety,Industrial Safety (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-industrial-safety
industrial-inspection-industrial,Inspection Industrial (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-inspection-industrial
industrial-logistics-industrial,Logistics Industrial (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-logistics-industrial
industrial-maintenance-industrial,Maintenance Industrial (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-maintenance-industrial
industrial-mining,Mining (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-mining
industrial-oilfield-services,Oilfield Services (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-oilfield-services
industrial-plant-management,Plant Management (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-plant-management
industrial-recycling-industrial,Recycling Industrial (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-recycling-industrial
industrial-robotics,Robotics (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-robotics
industrial-supply-industrial,Supply Industrial (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-supply-industrial
industrial-waste-management,Waste Management (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-waste-management
industrial-water-treatment,Water Treatment (Industrial),industrial,Industrija,regulated,1.35,48,115600,54,vertical-package,799,799,63,589,589,560,true,true,/solutions/industrial-water-treatment
legal-arbitration,Arbitration (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-arbitration
legal-bankruptcy,Bankruptcy (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-bankruptcy
legal-compliance-legal,Compliance Legal (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-compliance-legal
legal-contract-review,Contract Review (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-contract-review
legal-corporate-law,Corporate Law (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-corporate-law
legal-court-filing,Court Filing (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-court-filing
legal-criminal-defense,Criminal Defense (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-criminal-defense
legal-employment-law,Employment Law (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-employment-law
legal-estate-planning,Estate Planning (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-estate-planning
legal-family-law,Family Law (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-family-law
legal-immigration,Immigration (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-immigration
legal-ip-law,Ip Law (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-ip-law
legal-law-firm,Law Firm (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-law-firm
legal-legal-tech,Legal Tech (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-legal-tech
legal-mediation,Mediation (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-mediation
legal-notary,Notary (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-notary
legal-paralegal,Paralegal (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-paralegal
legal-real-estate-law,Real Estate Law (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-real-estate-law
legal-services-business-law,Business Law (Legal Services),legal_services,Pravne usluge,premium,1.4,55,127200,58,audit,688,2653,63,500,2050,475,true,true,/solutions/legal-services-business-law
legal-services-compliance,Compliance (Legal Services),legal_services,Pravne usluge,premium,1.4,55,127200,58,audit,688,2653,63,500,2050,475,true,true,/solutions/legal-services-compliance
legal-services-contract-drafting,Contract Drafting (Legal Services),legal_services,Pravne usluge,premium,1.4,55,127200,58,audit,688,2653,63,500,2050,475,true,true,/solutions/legal-services-contract-drafting
legal-services-contract-review,Contract Review (Legal Services),legal_services,Pravne usluge,premium,1.4,55,127200,58,audit,688,2653,63,500,2050,475,true,true,/solutions/legal-services-contract-review
legal-services-copyright-services,Copyright Services (Legal Services),legal_services,Pravne usluge,premium,1.4,55,127200,58,audit,688,2653,63,500,2050,475,true,true,/solutions/legal-services-copyright-services
legal-services-corporate-law,Corporate Law (Legal Services),legal_services,Pravne usluge,premium,1.4,55,127200,58,audit,688,2653,63,500,2050,475,true,true,/solutions/legal-services-corporate-law
legal-services-employment-law,Employment Law (Legal Services),legal_services,Pravne usluge,premium,1.4,55,127200,58,audit,688,2653,63,500,2050,475,true,true,/solutions/legal-services-employment-law
legal-services-gdpr-compliance,Gdpr Compliance (Legal Services),legal_services,Pravne usluge,premium,1.4,55,127200,58,audit,688,2653,63,500,2050,475,true,true,/solutions/legal-services-gdpr-compliance
legal-services-intellectual-property,Intellectual Property (Legal Services),legal_services,Pravne usluge,premium,1.4,55,127200,58,audit,688,2653,63,500,2050,475,true,true,/solutions/legal-services-intellectual-property
legal-services-legal-consulting,Legal Consulting (Legal Services),legal_services,Pravne usluge,premium,1.4,55,127200,58,audit,688,2653,63,500,2050,475,true,true,/solutions/legal-services-legal-consulting
legal-services-legal-research,Legal Research (Legal Services),legal_services,Pravne usluge,premium,1.4,55,127200,58,audit,688,2653,63,500,2050,475,true,true,/solutions/legal-services-legal-research
legal-services-patent-support,Patent Support (Legal Services),legal_services,Pravne usluge,premium,1.4,55,127200,58,audit,688,2653,63,500,2050,475,true,true,/solutions/legal-services-patent-support
legal-services-privacy-gdpr,Privacy Gdpr (Legal Services),legal_services,Pravne usluge,premium,1.4,55,127200,58,audit,688,2653,63,500,2050,475,true,true,/solutions/legal-services-privacy-gdpr
legal-services-privacy-policies,Privacy Policies (Legal Services),legal_services,Pravne usluge,premium,1.4,55,127200,58,audit,688,2653,63,500,2050,475,true,true,/solutions/legal-services-privacy-policies
legal-services-terms-conditions,Terms Conditions (Legal Services),legal_services,Pravne usluge,premium,1.4,55,127200,58,audit,688,2653,63,500,2050,475,true,true,/solutions/legal-services-terms-conditions
legal-services-trademark-services,Trademark Services (Legal Services),legal_services,Pravne usluge,premium,1.4,55,127200,58,audit,688,2653,63,500,2050,475,true,true,/solutions/legal-services-trademark-services
legal-startup-legal,Startup Legal (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-startup-legal
legal-tax-law,Tax Law (Legal),legal,Pravo,premium,1.38,58,123600,59,vertical-package,684,684,63,497,497,472,true,true,/solutions/legal-tax-law
localization-app-localization,App Localization (Localization),localization,Lokalizacija,standard,1.02,50,119600,55,workflow-design,368,1622,63,244,1193,232,true,true,/solutions/localization-app-localization
localization-game-localization,Game Localization (Localization),localization,Lokalizacija,standard,1.02,50,119600,55,workflow-design,368,1622,63,244,1193,232,true,true,/solutions/localization-game-localization
localization-multilingual-seo,Multilingual Seo (Localization),localization,Lokalizacija,standard,1.02,50,119600,55,workflow-design,368,1622,63,244,1193,232,true,true,/solutions/localization-multilingual-seo
localization-website-localization,Website Localization (Localization),localization,Lokalizacija,standard,1.02,50,119600,55,workflow-design,368,1622,63,244,1193,232,true,true,/solutions/localization-website-localization
logistics-3pl,3pl (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-3pl
logistics-air-cargo,Air Cargo (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-air-cargo
logistics-cold-chain,Cold Chain (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-cold-chain
logistics-courier,Courier (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-courier
logistics-customs-broker,Customs Broker (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-customs-broker
logistics-dispatch,Dispatch (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-dispatch
logistics-fleet-management,Fleet Management (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-fleet-management
logistics-freight,Freight (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-freight
logistics-fulfillment,Fulfillment (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-fulfillment
logistics-inventory,Inventory (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-inventory
logistics-last-mile,Last Mile (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-last-mile
logistics-maritime,Maritime (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-maritime
logistics-moving-company,Moving Company (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-moving-company
logistics-packaging,Packaging (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-packaging
logistics-port-services,Port Services (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-port-services
logistics-rail-logistics,Rail Logistics (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-rail-logistics
logistics-reverse-logistics,Reverse Logistics (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-reverse-logistics
logistics-supply-chain,Supply Chain (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-supply-chain
logistics-trucking,Trucking (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-trucking
logistics-warehouse,Warehouse (Logistics),logistics,Logistika,premium,1.15,58,126800,59,vertical-package,570,570,63,406,406,386,true,true,/solutions/logistics-warehouse
manufacturing-3d-printing,3d Printing (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-3d-printing
manufacturing-aerospace,Aerospace (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-aerospace
manufacturing-assembly,Assembly (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-assembly
manufacturing-automotive-mfg,Automotive Mfg (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-automotive-mfg
manufacturing-chemical,Chemical (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-chemical
manufacturing-cnc-machining,Cnc Machining (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-cnc-machining
manufacturing-custom-manufacturing,Custom Manufacturing (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-custom-manufacturing
manufacturing-electronics-mfg,Electronics Mfg (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-electronics-mfg
manufacturing-food-processing,Food Processing (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-food-processing
manufacturing-furniture-mfg,Furniture Mfg (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-furniture-mfg
manufacturing-industrial-design,Industrial Design (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-industrial-design
manufacturing-metal-fab,Metal Fab (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-metal-fab
manufacturing-packaging-mfg,Packaging Mfg (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-packaging-mfg
manufacturing-pharma-mfg,Pharma Mfg (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-pharma-mfg
manufacturing-plastic-molding,Plastic Molding (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-plastic-molding
manufacturing-prototyping,Prototyping (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-prototyping
manufacturing-quality-control,Quality Control (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-quality-control
manufacturing-recycling-mfg,Recycling Mfg (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-recycling-mfg
manufacturing-textile,Textile (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-textile
manufacturing-tooling,Tooling (Manufacturing),manufacturing,Proizvodnja,premium,1.18,58,130000,59,vertical-package,585,585,63,418,418,397,true,true,/solutions/manufacturing-tooling
marketing-affiliate-marketing,Affiliate Marketing (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-affiliate-marketing
marketing-brand-marketing,Brand Marketing (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-brand-marketing
marketing-competitor-analysis,Competitor Analysis (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-competitor-analysis
marketing-content-marketing,Content Marketing (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-content-marketing
marketing-conversion-rate-optimization,Conversion Rate Optimization (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-conversion-rate-optimization
marketing-digital-marketing,Digital Marketing (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-digital-marketing
marketing-email-marketing,Email Marketing (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-email-marketing
marketing-facebook-ads,Facebook Ads (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-facebook-ads
